22.2612714783653	25.6574816052422	0
20.2335949686068	58.2424495899887	2
23.6072544735722	-4.16751335307344	0
26.2634024431385	24.9775139669724	0
19.2732677512767	65.1208612962982	2
25.7410657562743	37.642588192482	0
18.4954586200058	47.139800619125	0
30.1212728226264	11.6997972838971	0
26.8719487571875	44.8886537896457	0
15.5395050608507	37.5245620082499	0
30.7048294893587	35.0058392752389	0
18.2865656103826	65.3154573840254	2
28.8866437775362	73.361217377488	2
14.53459136277	24.1403125019574	0
27.1299733769278	22.188264736288	0
23.6892530764756	61.6382853795699	2
25.328619296666	54.9055852000941	2
21.9473115500316	79.7109284503807	2
17.7391074752225	32.1566831486857	0
26.3114320880675	51.6799284149474	2
20.1499044898818	56.9631260169927	2
19.2212326458375	43.6321891689812	0
16.9702838639001	41.3985336898855	0
26.1380461709584	50.6436027551372	2
19.1733281347072	6.37751237291745	0
23.2532449382614	16.0106848548535	0
16.0077240085286	19.5407370362786	0
29.9384423510568	36.995667401709	0
22.3205108109927	48.2718492919866	0
20.5151903297703	68.2371973436354	2
25.4290417424679	38.17075733242	0
24.4346097786732	40.7749064209759	0
24.110735985005	72.2843640669759	2
24.0205231989295	50.2717972052379	2
15.1584283152149	61.0524694180935	2
25.1400687148743	67.4451314918341	2
22.2758694877138	84.7044578202991	2
18.7208120722652	77.7785974641002	2
14.1861737090128	61.5773932504449	2
23.4664660257352	29.5078330777629	0
18.8309819643163	25.8979546286901	0
21.7033793817901	104.746899325241	2
25.5749986777364	50.7104716148746	2
21.623412977997	74.5195187318788	2
16.9546844572955	58.7915389198749	2
27.0553947639346	8.59735147807747	0
20.2964165157729	68.8070972998665	2
30.5532139748366	37.5941165593764	0
27.2153744127972	26.9783181891634	0
25.2036489018599	74.7132813083559	2
28.4769392989228	29.1535825949087	0
22.3913098255166	68.0078024988894	2
21.544108762382	2.46680377272199	0
8.94837896424074	55.9839225248384	2
27.5184482529254	67.4283372238721	2
11.3260324531702	48.8788802043676	0
23.7703062965294	58.7166243513922	2
30.0977877248317	95.7520792439521	2
28.5803864099603	78.9750347144935	2
22.148405622389	56.1594698110652	2
34.061949070621	60.5260011159349	2
18.5263845698173	28.2037718871416	0
32.5765933397333	73.6861011117388	2
22.5543425894251	68.4478305801556	2
17.395862947842	58.5948761319975	2
18.3288467024115	87.3685807917929	2
24.7060407030702	91.0021895062573	2
